text,source_party,source_name,bias_estimate,model_uncertainity,sentence_id,article_id
"At Elon University, a small liberal arts college in North Carolina, over 200 students attended a presentation and facilitated workshops about the war.",Center,christian-science-monitor,0,0,72b1af07-d6b2-4bd8-9272-c39e4cacf5bc,297fc4e3-01bc-426b-9954-a4c1004ac6df
"Following his 1921 polio diagnosis, President Franklin D. Roosevelt was a believer in thermal hydrotherapy.",Right,newsmax,0,0,b8e1c306-894b-4c07-bc91-4dcd16e59799,c63cb1f3-40e4-4801-bc81-265214ece3ee
"As he implied in 1957, when he warned of the dangers of dogma for policymakers, there were no rules to his realpolitik.",Center,foreign-affairs,1,0,147ad689-994f-478f-b5c2-b30315412d33,25c68d98-b5cf-426b-ac34-7117844eb6a8
"But he also poses an existential threat to American democracy, promising a term of instability that could shatter the political calm necessary for the economy to function.",Left,vox,1,0,064c47ff-c2f1-4d0b-8d64-d1c94f8ecf1a,0cc558c2-f3eb-4d4f-aaa9-ca30ce39536e
Half can name no more than one of the five freedoms protected by the First Amendment.,Lean Right,washington-times,0,0,a7fde25e-0515-4a95-835c-252019236de7,48becd03-689f-44b0-80b8-f6971dc84287
The African Union has established the African Union Framework for Antimicrobial Resistance Control.,Lean Left,the-conversation,0,0,cfbf41f3-fb9c-4b3e-a109-43d0ca30f026,e2bdcff4-f0ea-4d50-84bc-4e09613591ba
"ET on ABC, and will stream the next day on Hulu.",Lean Left,abc-news,0,0,cc3e8cd0-9123-4379-bb17-7b2e87de36ac,2c0b3313-453b-42a7-ad31-1d3ea771f7fe
"So lik,e we just spend a lot of time together and shift my mindset.",Lean Right,christianity-today,0,0,ef62c9fc-887c-424a-847c-55f0a3334657,562a1474-5488-400b-8958-d550700ae339
This is when Sex in the city was in its heyday.,Left,vogue,1,0,e37339b2-30a1-4a07-aabd-554c03fc660a,cf800a80-ea37-4397-9a46-aefb85424266
"Their total income amounted to $20.8 billion, marking a 12% decline year-on-year.",Lean Right,rt,0,0,2571a108-0873-4e86-86cb-b52d177fc89b,42e5208f-52e5-4967-ad60-d7bd0af30e87
"This crime story was written by a civil litigation attorney brought on board to help discover the truth and exonerate the man wrongfully convicted, who spent 16 years in the Missouri prison system.",Right,newsmax,0,0,22e2c090-e333-467b-97f6-0e7acfdab3c5,a711d6b3-5d52-4ce5-96af-a5fa90b93a83
"Now, wheelchair-bound and mutilated from assassination attempts, he has initiated an escalation that takes the Israeli-Palestinian conflict into uncharted waters.",Lean Left,the-economist,1,0,b4047af7-d48f-4d7f-8609-16571a8c45aa,c1fd7e44-c297-44d4-a80a-d13068bc48ae
"The improved quality of women’s soccer, displayed during the World Cup, is attributable, in large part, to that now-ubiquitous spirit of protest.",Left,the-atlantic,1,1,f94ccaa4-3369-4248-87a8-19543f67ed41,7aff4d1f-49ba-4e82-bb99-81ff2791dbbb
"There is something that has seemingly made the task of honestly covering Trump less daunting this time around: Trump, his campaign and his operatives have been more than willing to plainly state his plans for a second term.",Left,msnbc,1,1,d7b27398-41f4-403e-9bd9-8f5efead5810,91d873ef-e049-4dc8-aa00-e056aa0df0f7
"It’s Streisand talking to you (and, maybe a small group of your queer friends and allies).",Lean Left,washington-blade,1,0,31548959-8ba4-4dcf-b8fe-ae1d9654034e,53a0343f-36b9-4a07-b4df-f603ed560432
"America’s life expectancy has been lower than that of other wealthy countries for decades, and declined more than other nations’ during the pandemic.",Left,vox,0,0,d54edc06-e3bd-4843-bff7-985dff8a1d0e,190a525c-e7e6-45c8-8232-3b5ae60274f9
Examine for a moment the crazy reversal of priorities and strength we are witnessing: Israel values life; Hamas does not.,Right,american-thinker,1,0,4096da7f-71df-4f2c-9183-f5cd3b8a3980,202f5890-1a04-4dbb-8cce-1255b615b970
"Recall the humility of Ronald Reagan, and his ability to take responsibility.",Right,townhall,1,0,01900cc4-682d-4140-b759-758957882af2,0ff2d6bc-0ea0-4f31-a6d6-2cd3a28bab6f
This is why Biden’s public approval numbers are so low and Trump’s are rising.,Right,the-american-spectator,0,0,4c5199f6-abbd-44bf-8190-4de12d02b5bb,ba849ec9-4583-475b-9c38-7523c7ab5951
"But no matter how harmless this common version of social media stalking could seem at the onset, it can still be detrimental.",Left,vox,0,1,78db093f-e48a-4023-b9a5-0a548a349602,1574767e-6e66-4fb1-9c44-650c1c1f7e8e
The only things that work against starting a business in the Lone Star State is taxes: It comes in at No.,Right,newsmax,0,0,39997a2f-19b6-49e8-8792-d75507884d7d,294317fd-9b1a-42a1-a751-598b7d17f8e6
"Two major developments have helped explain the oil and gas sector’s resilience, analysts said.",Lean Left,politico,0,0,cc4e1d97-801e-46ca-b2b4-c6fc083dcdc7,a7a644d9-fdaa-4763-a08c-c0f595fd7eac
"Black Americans make up around 38.6% of the incarcerated population but are around 13% of the total U.S. population, according to data collected earlier this month by the Federal Bureau of Prisons.",Right,newsmax,0,0,66a6c568-b238-4fbc-9043-1e06c3bda346,63e5ce9e-9a54-4a3e-82fc-dc0c25313e1a
"If Justice Minister McEntee thought X and Elon would let that pass to keep a lid on things, that was yet another arrogant error in judgement on her part.",Lean Right,hotair,1,0,e4bcc0d2-30e4-4d82-90c9-3cd2664ad26c,aaa4cd06-b970-403c-b85b-dc22ccb61cc4
Saved time could even lead to big savings for carriers as they scramble to get a handle on costs.,Center,cnbc,0,0,31f03511-4cda-4f8e-9677-59b793f838ac,0351e57c-eb70-4d0e-9b33-c685df731a13
"Denied the very large additional forces requested, the military command in Viet Nam felt obliged to begin a gradual change from its peripheral strategy to one concentrating on the protection of the populated areas.",Center,foreign-affairs,0,0,879bec0e-56f4-4b7b-a053-ffede76a50d7,31c97eab-40b2-4ac9-82d0-26eea8fd813f
"Approved drugs in that class are currently injected, though Novo and Lilly are also testing oral versions of their drugs.",Right,newsmax,0,0,b3c953a6-85aa-4f7b-859f-d49f079a27b1,a2d20536-348e-4037-bd5c-ca9d14a0d160
"1 New York Times bestselling master of suspense, centered on a murder - or maybe two.",Right,newsmax,1,1,3cb14d40-2af0-40f8-b9fb-790245b8b57f,6f5acd87-4621-4101-a375-7731339f4c7b
"A month before widespread lockdowns would virtually shut down the economy, the unemployment rate stood at 3.5% in February 2020, the lowest since December 1969.",Left,alternet,0,0,64c87b5a-c89f-4971-b646-813ab9cdad75,0522e9a0-8b0c-4865-9931-5fb66a19a39e
"In 2008, the composite character promised to fundamentally transform the United States of America.",Right,american-greatness,1,0,a963f08e-020c-44ad-a196-537393af10da,4f5984f4-2fe9-4695-9fda-3c5884d40901
"We’re particularly excited to see how many new letter forms we discover and to gather the first, substantial data on word division in Old English (scribes did not always put spaces where we might expect).",Lean Left,the-conversation,0,0,cf29120d-7ef9-450e-a5ae-685515a7458a,50592817-8d52-477b-a192-1917a4eeb40b
Santos won his competitive seat in 2022 after somehow evading the scrutiny that usually accompanies closely fought House races; not until weeks later did The New York Times report that he had almost entirely invented his life story.,Left,the-atlantic,1,0,f0637976-409a-4855-b55e-6eeb34ffec97,e6355243-ca4c-4638-9e8f-afa12d96cf48
Biden also did not want to hinder what most assumed would be the coronation of the first female president.,Right,newsbusters,0,0,3dc628c5-28fd-483f-a071-415af2db1432,8dbfc465-14a1-4779-a1d1-e4feb3b25607
And we just sort of have to infer and guess at what strategies that they're doing.,Center,wired,0,0,0e49dc45-9745-45e6-ab39-8943b0478221,c3b92e3c-7030-45d1-bd9f-2f4ff853cd6a
"Each group was impressed with the other-the Los Andes students noted the dedication and work ethic of the SFSU students, while they in turn were inspired by the advanced math background of the Los Andes class.",Left,the-atlantic,0,0,081ba13f-0010-4ecc-8c61-fcdb1a3d79dc,c62763d8-720c-4f5d-810c-fb4fff3be3b4
"What is perfectly obvious here is that these three lawyers, obsessed with Trump and his vow to clean up the Swamp, are terrified of a genuine restoration of constitutional practice to the federal government.",Right,the-american-spectator,1,0,e5ad4585-5234-4545-9999-a9d07e5d93c0,5c45be65-80c4-49bf-8794-b8aa9dfed1d1
"He loves all these parallels that can be created in today's society versus past fights, past wars, past ideas.",Lean Right,reason,0,0,ae664b86-6d62-4e86-8a5c-f66245105962,e5c4c1ef-3180-46b9-bb49-1d995645c020
"Musicians from Bruce Springsteen ($550 million) to Justin Bieber ($200 million) have sold all or some of their music rights to private equity firms or specialty investment funds, like Hipgnosis, which intend to profit from the royalty streams.",Left,alternet,0,0,7529b622-5560-4d01-ace6-3f4519c1fba8,0462d795-6816-4f5a-ad0f-5c32aaa21736
"They claimed that this constituted a conflict of interest, though the very mission of the NLRB is to protect workers’ rights and shield workers from anti-union employers.",Left,alternet,1,0,979ac91d-662b-4a01-8a71-acae05a9ac8c,4554a051-04cf-45e9-ad80-64bfc6f413dc
Not even the greatest heroes of the Conservative party have been immune to these prejudices.,Left,alternet,1,0,7ab8c8f3-c855-498c-b4fa-889d89c7b3a6,c055943a-b283-412c-ab16-448b58e9a4aa
"Even so, the lengths and the mental gymnastics western feminists and many Democrat women will go to to downplay that savagery, is disturbing.",Right,fox-news,1,0,7c82fa97-1f54-4d9f-a945-29f128f615b1,81f974bc-0f13-46e8-b30f-b81e5c0ba6bf
"Jabari, hardened by 13 years in Israeli jail, was obdurate and uncompromising.",Lean Left,the-economist,1,0,ac476298-8324-4852-90f4-d18a2dfac11c,e3c5eb71-1ad7-4751-b4d5-9de4944fed4d
"Allow health care practitioners and crisis pregnancy centers to bear witness to the goodness of human life, free from harassment by the medical and legal establishment.",Right,the-federalist,1,0,f497aabd-6b38-4b8d-aab1-b2115b1eed0c,00d3107b-dbf7-43bc-89bb-eea1a74a7c0d
"Ironically, it seems these contributions have driven us into the perfect arena for behaviourist experimentation facilitated by AI.",Lean Left,the-conversation,1,1,6217428f-a784-4990-a54e-767c165df2c5,aeb8829e-9108-4502-ab7f-96065e4a7898
"Parents might tell themselves, My kids love their nanny; they love their teacher.",Left,the-atlantic,1,1,4648b0f4-e7b6-4d90-82e0-04fd26474c67,5de69bc4-6186-403a-89cb-c8f99a584e0b
"Current concept renderings that the design firm has worked on with ArX Creative, a photo-realistic computer-generated illustration company in Coral Gables, Miami, show that the eight-figure penthouse will have a roomy primary suite with premium walk-in-closets, custom Italian vanities with marble finishes in each bathroom and a modern kitchen with bespoke finishes.",Lean Right,fox-business,0,0,76419796-a163-4a1e-8c5c-1ad020ef3327,74a6c088-d202-4d17-aedc-16e24cb15dd7
Left embraced the role of a guy of modest origins crashing the gates of blue-blood Wall Street.,Left,the-atlantic,1,0,b72aecbe-6039-4c53-8bf9-ce86359ef160,051fc0f4-2504-404f-b65b-3efe384ec83a
Torrid Mini Stretch Sequin Shirred One Shoulder Dress Credit: Reviewed / Torrid Try on this mini dress from Torrid for a showstopping party look.,Center,az-central,1,0,46aaed4d-3216-401f-ab07-2fabbd96ca4e,a67af9f6-2aea-45a6-917e-9b7ac40ab599
"It undermines the effectiveness of vaccines, which is a big issue,"" Neltner said.",Center,cnbc,1,1,6612b32b-a683-4a8d-bef9-94bb2d687047,d7dd9c04-1b3c-4114-a787-7ad1a72de273
"And while the way that withdrawal happened left a lot to be desired, nothing like the sight of US troops being slaughtered during the Tet Offensive (as preceded Johnson’s decision not to seek election) is happening now.",Left,vox,1,0,3c12599b-c52c-4ad9-b14c-691499e67ec9,2eba7285-6917-45a8-b67a-d8b85c6f87d1
The clarification in the DHS’ proposed rule provides more flexibility to founders by already eliminating the need to reduce their majority stake in their startup and the freedom to grow their startup without limitations on their ability to do so (without the need for a future regulation on this point).,Center,techcrunch,0,0,06bdc32b-1c03-49ee-a95a-f627bf2c1a73,2a03c3a0-0f45-40e5-98d7-98a6ea1d5b3d
"Judge Landis, who reviewed BJ’s credible fear determination, denied asylum to more than 95 % of the immigrants whose cases came before him between October 2018 and September 2021.",Lean Left,npr,0,0,e7a48896-8aed-42a4-8c47-cecd03164689,71182cfb-a379-4656-a163-50fee0137007
The great advantage of passive aggression is not only that it allows us simultaneously to exercise and to deny our aggression but that it weaponises our vulnerability.,Lean Left,the-economist,1,1,10b08688-1330-4c78-bc2c-6a4839642d6b,6834b9a4-8939-4eaf-b8bb-11e3f7bb7401
The network’s report on the arrest of the man suspected in the death of pro-Israel protester Paul Kessler stands as proof evident that they know nothing.,Right,newsbusters,1,0,d4c86b1e-ca14-4cdb-8755-fc219b7c2dbd,a0e43d6b-49b8-4a7f-8cf7-d9e2ef7ff991
Some Wicomico parents and educators point to an insular culture in the school district where problems are hidden rather than resolved.,Lean Left,abc-news,1,1,35f614a6-e392-436c-b99d-9e64eb3a1f7e,181fd9e9-9d9c-4193-a4f7-a0b959e3e205
"If nothing else, one thing is certain about the United Kingdom’s Conservative government: There’s going to be drama.",Left,vox,1,0,d4cf9578-fef9-4c53-93a5-ed0c9201531c,dcf428f3-51d5-4a7c-b2d1-218e569cc9ce
"At Thunder Ridge, about 200 kindergartners through third graders filed into the cavernous gymnasium, their teachers gamely directing traffic.",Left,mother-jones,1,1,65cba4b5-cbce-4c15-aa33-f1a3c5bf4991,2fcc3f90-18f8-4875-91ad-51b9536b69c5
He’s trying to carve out his own lane in the primary by running to the right of Trump on issues like Covid-19 and abortion and attempting to draw a contrast with Trump’s bombastic leadership style.,Left,vox,1,0,7b0c31a8-d214-40df-85a2-57f962499d9b,4cff05dc-6733-477c-ae52-63b013b2db75
The Sacred Scriptures (2 Maccabees 12:45) and the Church (CCC 958) remind Catholics of the importance of suffrages for the dead throughout the year.,Right,national-catholic-register,0,0,3acdadc3-0f35-496b-86d4-4df424be96bf,3dcfcd6a-eab9-41dd-9dfb-48835ad21add
Read: American shoppers are a nightmare Schneider said no one has a totally satisfying answer as to why retail stores and restaurants have had such a hard time staffing up in the past six months.,Left,the-atlantic,1,0,9a96d4a2-b896-4e87-a02f-63f34112e01c,826e6864-b50d-440d-9018-9955d30bc4db
"This caravan of around a thousand migrants arrived this morning in Piedras Negras to cross to Eagle Pass, Tx.",Right,infowars,0,0,3ba10a43-1276-4a0a-ad4f-f6836bc22b90,e7bbbd2a-de38-4555-9b78-f027dc69b178
"After years of swiping, people report losing their sense of how to talk to strangers and flirt with potential partners in real life.",Left,vox,1,1,988c31c9-02e4-4f53-8b3d-c9ab3f942516,365cd8e8-14c7-4cbd-8076-186114fd2290
"The Economist Magazine recently named Trump as the biggest danger facing the world in 2024, while The New York Times and Washington Post breathlessly warn that he is running on a nakedly authoritarian platform.",Right,newsmax,1,0,a8f63bf1-f6ae-41cf-8fc4-ba460016d62c,2990828d-b067-432b-b414-c58e5bf277fd
One prick of a joke and the grandeur of her tragic tale-the Alpine sublimity of it all-would go pop.,Left,the-new-yorker,1,0,d9136723-3d4a-494e-a03e-dbcdebfe0b8e,848a3420-81cd-477b-9172-443d34dec99c
"The new subdivision would remain a part of the NCAA, and member schools would continue to compete for NCAA championships, all of which are overseen by the NCAA, save for the College Football Playoff.",Center,deseret-news,0,0,30da69a3-edd4-4bf5-a492-d9550ea0d856,d1bc2d12-01b0-4de1-a280-2f46ec99c772
Its award-scooping food reinvents pub classics: potato salad with horseradish or a venison burger with Sussex cheddar and pickled red onions.,Lean Left,the-guardian,1,0,d8eafbe8-968a-414d-88ba-1486afa828bf,879eeb4b-4b83-4a1f-b5af-6df8e0cef02f
"When other duties tore him away from his beloved execution yard, he consoled himself by viewing the slaughter.",Right,townhall,1,0,64a7cc90-4bae-40d1-9e0b-eb8a70938b78,fc2d514a-7b9e-477d-bd1d-46214637f2ac
"The past two years of Supreme Court cases have also had a stunning amount of influence from dark money puppetmaster Leonard Leo, a new analysis finds.",Lean Left,truthout,1,0,9a037171-cb90-4a0d-9b25-02b77541293d,c57c9809-bf08-4692-b7ea-968f91c79ec2
"Only Currie, on the surface, appeared to be unaffected, standing by calmly, his arms folded.",Lean Left,the-guardian,1,0,52bae20a-7bb6-4202-af3d-91daa80a9880,70c0bd81-20e3-4975-b37d-cb91e02052b9
She says her mother tricked her into signing away custody of her firstborn and then threw her out of the house.,Left,alternet,1,1,a8f08995-35a6-4c09-93f8-63a422f5dcaf,8ef8a2a0-fa30-42cc-adf6-9c7dc87645cf
"Because most pink eye cases caused by a virus will resolve at home, managing pink eye will be based on easing your itchy or irritating symptoms.",Center,cnet,0,0,875967f2-ebbf-452d-94aa-7a920ba5da78,3fb9ca9e-9378-4917-8ab7-0ab956a16234
"Earlier, the White House defended Biden being on the campaign trail as Congress contends with Ukraine funding and immigration reform, in addition to the prospect of a presidential impeachment inquiry vote.",Lean Right,washington-examiner,0,0,9cd5112a-c61c-49a8-81c8-ffdcf386d904,0f5f97cb-6db6-431c-898e-59813bcbc667
"Lina Khan, Biden’s pick to head the Federal Trade Commission, was central in this intellectual reframing.",Left,msnbc,1,0,ee10cdd1-343f-4616-b3a7-7c3bdaee3bd9,d4d6d3b6-7086-4232-9301-18cb19fde24b
"Now, it seems that job is off the table, thanks to an extended feature in one of America’s most venerated magazines.",Left,vox,1,0,720f11a7-6f36-422c-b99d-1547c394a52b,81b4e8a8-5c6d-44f5-b374-8120ec89f753
That inconsistency begs the question: why does Candace Owens hate critical race theory?,Lean Right,the-christian-post,1,0,3daf3db6-44f6-4919-bbfd-5d804d48081c,176ad34b-a9a5-42b2-ba10-0409ed946e32
There's also the issue of what may happen if an investor needs to dump the holdings in a pinch before the maturity.,Center,cnbc,1,1,1f4d13c2-88a3-40c7-9cf1-5bc50d667481,1073bcc4-e708-43fb-b2a2-0c4b6f88fcf2
Opinion  Will Trump’s Supreme Court Justices Stick to Their Word?,Lean Left,politico,0,0,0cba99bc-f636-4c57-9952-794a4036ad37,460832a4-c407-4563-9a6e-2dfbc259ad1f
"Senate Intelligence Committee Chairman Mark Warner, D-Va., and Vice Chairman Marco Rubio, R-Fla., introduced their own reform bill last week.",Lean Left,nbc-news,0,0,731b900a-f78f-4492-8aa7-126c01a58e2b,1d3231e1-1331-459f-b26b-cd3519bd8246
"And on Nov. 13, Joby Aviation flew its eVTOL prototype around Manhattan, departing from and returning to the Downtown Manhattan Heliport.",Lean Right,reason,0,0,ac057633-6d63-4cf0-a9c7-54f087fea6a3,4424f4c2-4801-497b-ac5b-e24ccc8d44d3
"In Ballad, the designer of the Games-played by a scene-stealing Viola Davis-is as powerful as Coriolanus will later be.",Left,the-atlantic,1,0,387f1407-532d-4ffa-b2fe-5858c068a080,2e154a1d-4796-4f97-9438-eed91497a1e5
"The current Palestinian Authority is disliked by many Palestinians, who view it as corrupt, out of touch and weak.",Lean Left,politico,1,0,e9c3dcc8-08f8-48a3-956d-4824b6372e0f,78e415eb-d04d-4e7e-a982-5cf9689b7b40
"As previously mentioned, Delaware has a specialized court system that is designed to handle disputes related to corporate and business law.",Right,newsmax,0,0,3b9f86f1-f08f-484c-a8d9-ce5741eac7eb,28b01b04-2d8a-4e4b-bb27-05fe8d304ea9
"However, what impresses us most is their stylish and user-friendly website, which stands out among for its intuitive navigation and visually appealing design.",Lean Left,the-independent,1,1,ea3356bd-1806-4106-9edb-16db634655a5,c9b97f91-fcf4-4ae1-ab52-4a94d4d56e2a
Private student loan rates for borrowers with good to excellent credit can be lower right now.,Right,fox-news,0,0,054b0190-a079-4017-8fd8-b4d74505aaad,c1b4ccb7-bd41-4831-80d1-3f827baa6ca3
It’s moving to hear the melancholy lyrics of Ignition and the nihilism of The End of Everything being performed by someone noticeably lighter on his feet than at the time of writing.,Lean Left,the-guardian,1,0,68130c55-4599-46a9-a48b-da98159b444e,e1ab73be-8a55-4e3f-99f7-7510d45d2409
"The world that we are in today is a little bit more blurry in terms of what is real, what is not, and what is meaning.",Left,vogue,0,0,3f0f7a60-0a1c-4daf-b03b-7af56174e915,7314ba0a-183d-41b0-9af2-c989b75ee074
"Because they talk about wanting to create a parallel economy, but that seems like an incredibly small-scale ambition.",Left,new-republic,1,0,e3823ddd-7f80-409b-9575-551e7a7e0976,17c8b933-b5a7-440c-a112-1042c666d296
"Attempts to influence a justice’s vote, she believes, show a profound misunderstanding of how the court works and of what its role is.",Left,daily-kos,0,0,09e5a9da-c2bd-4c9f-b055-a33abb1e5eba,c5389a6a-c7e1-4245-bd5f-14f2cc3bd435
"Eight: Moral Compass: We live in a country having a moral compass, one that, deep down, recognizes Israel as our greatest friend and ally, and Iran, Russia and China as adversaries.",Right,newsmax,0,0,57a9aa09-2197-4520-b382-64f0eaa4446b,e260a988-9c6a-415f-82ab-8e823e1a2b6e
"In April 2014, separatist leaders in Donetsk and Luhansk declared the territories’ independence.",Lean Left,fair,0,0,8b6fc1bb-4791-4500-bcfa-0bef082a5649,886546f1-7c1c-4e1c-9040-5bae9082a95f
"Quick Links Far away from America's overregulated coastal cities, Sunbelt metros continue to lead the country in housing construction.",Lean Right,reason,1,1,2ec7642b-18da-4296-b38b-f2af0f9f1e73,6095076c-90e7-4a64-937b-d1da7674f544
This says as much about the critics as it does global right-wing populism.,Right,the-american-conservative,0,1,02100b37-9826-4149-ada8-bad110881a00,c2f6bbb8-f20e-442b-98f4-6204074fdb82
"The evil ones, he concluded, must be killed to protect the righteous.",Center,wired,1,0,aa5b9801-6664-41ca-a3db-917e4bdf4e50,e2dff72a-bee1-41dd-bab4-26fc5cadbf59
"Earlier this year, travel website The Points Guy ranked Alaska Airlines as the third-best airline in the U.S., after Delta Air Lines and United Airlines.",Lean Left,cbs-news,0,0,59b03700-ccde-4afa-9e66-8c4c92b36b24,bfc91254-426e-4601-892d-130179daba96
"The entire baseline of temperatures in the state has shifted upward - a trend that is likely to continue to cause problems for the state's aging infrastructure, experts said.",Left,alternet,0,0,203fb84e-e2ee-4ac7-a94f-f70aefcd150d,e52dd562-505a-4b87-a52d-b177507e243f
Rivera got the ball rolling when he pointed out that the oil companies are currently thriving even as high gas prices hurt consumers' wallets.,Left,alternet,1,1,14e68074-17b8-41f3-8995-cef8c1126c45,0a8b2556-f7b8-4eec-9241-126b8cd8a822
Watch as anchor and debate co-moderator Ilia Calderón claims that mantle in the network’s ad promoting the debate: ILIA CALDERÓN: They all want to make it to the White House.,Right,newsbusters,1,0,58b7da46-bf32-48df-8bc5-abd400b588b0,826b446f-ee21-42c7-be17-af462eda47af
"The seas, driven by a century of global industry, rise higher, while for the sake of a little more industrial power, the gifts of the river are being squandered.",Lean Left,the-economist,1,0,f7880fb8-3081-48b0-a454-6cc7c69314cf,08606ee5-fec6-459f-89ed-ea4179f45700
"Kissinger no doubt deserves substantial credit for these developments, a point he has made at great length in his own writings.",Left,vox,1,1,5a6c4013-5aae-4c00-b182-5dc2801102d7,71a9a614-1f07-44ea-a1e2-2525d4adaf61
"In terms of the economy overall, small businesses contribute almost 44% of GDP (Gross Domestic Product).",Lean Right,fox-business,0,0,232691c1-5552-4cb4-a26b-b2d8f972d849,8c9bc477-48d1-4575-b4cd-1b454501535a
"This underappreciated aspect of Kissinger’s career adds tens of thousands of lives to his body count, which is in the millions.",Left,the-intercept,0,0,5e3f6007-99ec-4a04-813b-bc84550e5d75,8e09f40c-931e-45a4-933f-0491cd3fa0d7
Dane County prosecutors told the jury Chandler murdered his parents because they had discovered he had been lying to them about his attendance at college and his job prospects.,Lean Left,cbs-news,0,0,b22b98b3-19a9-494b-adff-9cd5d13cb34c,ea5e304e-27af-44a5-a2be-d822aab48a0b
"The Washington Times in partnership with CollaborateUp and Philip Morris International as the premiere sponsor, engage in a dialogue featuring two dynamic and distinct panel discussions made up of former White House Chiefs of Staff and a vast array of Corporate Leaders.",Lean Right,washington-times,0,0,8cb1cd03-e7c8-4057-a8c3-e20643b9dbea,e9357c38-72ea-4048-b363-6a8603e4640f
"Still, achieving buy-in from Arab nations that were once hostile to Israel was a significant step toward opening formal Israeli-Palestinian peace negotiations.",Left,vox,0,0,e942d656-b13e-495c-9597-49ef7526eba2,8888dc9a-6669-491f-a224-900fcd403dd6
"Is Sen. Mitt Romney (R-Utah), as the online crowd likes to say, based?",Right,independent-journal-review,1,0,ea492307-e3e3-4664-ad84-5ca6fb59bd46,1f0a0864-4254-4c5d-bb65-b2fe11376ddc
"A revamped pitching program won’t just help prospects like Wikelman Gonzalez and Luis Perales reach their potential, it will help the young arms on Boston’s big league staff as well.",Lean Right,boston-herald,0,0,0f38d9e4-de79-4692-b818-aa557253a08d,c71ffdc7-922d-4570-959b-c50cb193454d
"So Holder led an effort to stymy investigation of the scheme by ignoring Congressional subpoenas for emails and other documents, which ultimately earned him a contempt of Congress citation.",Right,american-thinker,1,0,70e79730-7fb6-4583-834b-270ad40d6925,b0f12849-5d91-40f2-a24e-7dfe69693dc2
"A combination of institutional factors allowed him to fall through the cracks and seize one of the country’s most prestigious jobs, but the damning House Ethics Committee report issued just before Thanksgiving was the last straw.",Left,msnbc,1,1,06b0683d-2294-4b5a-8330-b31bf791ddc8,23f4db4c-9798-4480-85f3-598d462d4c77
"Harper’s play as a 6-foot-5 combo guard is one of explosiveness, where he can score from virtually anywhere.",Right,fox-news,1,1,bb9d1af5-6682-4a53-ab8a-ffe3f59d2014,c40a5117-0558-4280-8362-a5ec4fe6ae2f
"Thailand’s foreign minister Parnpree Bahiddha-Nukara (C) poses with Thai nationals, who had been kidnapped and taken hostage by Palestinian Hamas militants (AFP via Getty Images) Around 30,000 Thai labourers worked in the agriculture sector before the war, making them one of Israel's largest migrant worker groups.",Lean Left,the-independent,0,0,b3d8d1b4-9909-4b19-80b5-6a326191eec2,abfffa74-9749-448f-90e3-57417595b165
"But now Intel can use it to outpace rivals in an era when exploding demand for new processing power has surpassed the industry's ability to deliver it, said Creative Strategies analyst Ben Bajarin.",Center,cnet,0,0,a9a71ca5-b215-49ea-8000-d5be693112e9,814d9d66-0f7b-4948-91a6-23c5fb198170
"So, my hat is off right now to this administration for doing the right thing and having the guts to stand up to people like Lindsey Graham and the other 49 senators, who simply don't want to help people, Black farmers and poor people in this country.",Left,alternet,1,0,216bfc97-ce83-4e18-9b82-61b6c20099d6,2e539920-5dfa-4c17-bfc4-c8df95dba66e
"But the man kept yelling at them, saying they weren't a family, that gays steal Black and Asian children and rape them.",Lean Left,the-advocate,1,0,3fef6c23-cfcd-44bd-b0ff-dca7c2075426,c7a5c078-b011-4820-93c8-06d133979dca
"The fifth time didn't prove to be so fortuitous, with the Chiefs winning streak coming to an end.",Right,fox-news,0,0,6638efda-151f-45d3-8b78-f62916132108,21796ae3-141e-49ec-9eb9-e96a6bb58c98
"They weren’t trying to do something monstrous; they either didn’t know about it, didn’t know what to do about it, or thought they’d go out of business if they stopped using the supplement while other businesses kept using it.",Left,vox,1,0,fd7ae717-4fb3-419e-b0ce-0abd932dfc91,237a8cee-e8ca-4cce-b327-3df914bbafdf
"It is essential, Mr. Biden has said, to give Palestinians a credible alternative to Hamas’ message - a political horizon that holds out the prospect of self-determination in a state of their own.",Center,christian-science-monitor,0,0,cf298007-5240-4ebc-b2a4-ff717da762f1,ac503ced-9995-44ba-8da1-d0b7bb37e8a3
"KYIV, Ukraine (AP) - A renegade Ukrainian lawmaker who fled to Russia shortly after Moscow's invasion was found dead on Wednesday near Moscow.",Right,newsmax,0,0,ba3f2bce-281d-4202-aa60-5aa2a747acab,003b68b9-52b1-4dc8-b7c0-629dc0911682
"Tanya Latty Adam P. Karremans’ Demystifying Orchid Pollination: Stories of Sex, Lies and Obsession takes readers on a journey into the wild world of orchid pollination.",Lean Left,the-conversation,0,1,c3ea4643-b4c3-4149-8b72-4b05d7240150,b07ce1cc-84a2-4b92-bcb6-e05c8c094891
Top it off with a few coats of jet-black mascara and you’ll be ready to crowd-surf in no time.,Left,new-york-magazine,1,0,50e430d0-a4ae-46b8-8a09-a34a210e92f1,4c328660-7c01-4357-9176-876f4866e90b
"Riddell makes the majority of the helmets worn by players in the National Football League , with about 76% of NFL players wearing Riddell-branded helmets per the company.",Lean Right,fox-business,0,0,bb3b1ebd-7bea-43e0-8fd9-82cdfc27e482,30e63a84-26cf-407c-8841-8cf108fb1956
